region,expectation_method,k,E_median,E_psf_mad
circular_outer_lit,model_aware,0.4698127209842397,0.022294605475499402,0.00020611937191125095
circular_outer_lit,model_aware,0.47876153471727284,0.02050497604135785,0.00022671789960152685
circular_outer_lit,model_aware,0.487710348450306,0.019011069763172135,0.0002079236333138502
circular_outer_lit,model_aware,0.49665916218333916,0.01761286937044341,0.0002330508383252978
circular_outer_lit,model_aware,0.5056079759163723,0.01333966274921771,0.00015326939852649825
circular_outer_lit,model_aware,0.5145567896494054,0.010340050221952451,8.789976645464492e-05
circular_outer_lit,model_aware,0.5235056033824386,0.008233118769042983,6.247700684770547e-05
circular_outer_lit,model_aware,0.5324544171154717,0.006568209050251421,6.928344519991488e-05
circular_outer_lit,model_aware,0.5414032308485048,0.00527931358040763,3.525857074557923e-05
circular_outer_lit,model_aware,0.550352044581538,0.0042402521534129715,3.073627213863058e-05
circular_outer_lit,model_aware,0.5593008583145711,0.00340426435108192,1.0467792992350597e-05
circular_outer_lit,model_aware,0.5682496720476042,0.0027424808397805613,3.496335346135398e-05
circular_outer_lit,model_aware,0.5771984857806374,0.0021952856682268284,3.233569616043059e-05
circular_outer_lit,model_aware,0.5861472995136705,0.0017732844918488765,1.8811541910562143e-05
circular_outer_lit,model_aware,0.5950961132467036,0.00146522312431295,1.4395522367426634e-05
circular_outer_lit,model_aware,0.6040449269797368,0.0012551927365892072,1.6428200773600933e-05
circular_outer_lit,model_aware,0.6129937407127699,0.0011110620233648278,9.267772638307564e-06
circular_outer_lit,model_aware,0.621942554445803,0.0010200529342718919,3.3610164609203564e-06
circular_outer_lit,model_aware,0.6308913681788362,0.0009660222938546491,6.4363284250415095e-06
circular_outer_lit,model_aware,0.6398401819118693,0.000935475464777122,2.1856583584705137e-06
circular_outer_lit,model_aware,0.6487889956449024,0.000918945183555113,4.47049006749104e-06
circular_outer_lit,model_aware,0.6577378093779356,0.0009132044129013689,5.2674218343520396e-06
circular_outer_lit,model_aware,0.6666866231109687,0.0009062567939397255,5.695103113236868e-06
circular_outer_lit,model_aware,0.6756354368440018,0.0009059153546899175,5.857714391631774e-06
circular_outer_lit,model_aware,0.684584250577035,0.0009034449640195313,1.026368599085736e-05
circular_outer_lit,model_aware,0.6935330643100681,0.0009081598839781998,1.0582654889094003e-05
circular_outer_lit,model_aware,0.7024818780431012,0.0009054761752555568,9.132171082885792e-06
