galaxy,ring,brightness_left_MJy_sr,brightness_right_MJy_sr,brightness_center_MJy_sr,pixel_count,zone
NGC 1380,outer,-0.22869561960299833,-0.18932408541440982,-0.20900985250870407,66155,blue
NGC 1380,outer,-0.18932408541440982,-0.1499525512258213,-0.16963831832011556,66823,blue
NGC 1380,outer,-0.1499525512258213,-0.11058101703723322,-0.13026678413152726,66753,blue
NGC 1380,outer,-0.11058101703723322,-0.0712094828486447,-0.09089524994293896,65840,blue
NGC 1380,outer,-0.0712094828486447,-0.03183794866005618,-0.05152371575435044,64632,blue
NGC 1380,outer,-0.03183794866005618,0.007533585528532338,-0.012152181565761921,62661,blue
NGC 1380,outer,0.007533585528532338,0.04690511971712086,0.027219352622826598,60851,blue
NGC 1380,outer,0.04690511971712086,0.08627665390570938,0.06659088681141512,58126,blue
NGC 1380,outer,0.08627665390570938,0.1256481880942979,0.10596242100000364,55550,blue
NGC 1380,outer,0.1256481880942979,0.16501972228288597,0.14533395518859193,53137,blue
NGC 1380,outer,0.16501972228288597,0.2043912564714745,0.18470548937718023,49643,blue
NGC 1380,outer,0.2043912564714745,0.243762790660063,0.22407702356576875,46639,blue
NGC 1380,outer,0.243762790660063,0.28313432484865153,0.26344855775435727,43453,blue
NGC 1380,outer,0.28313432484865153,0.32250585903724005,0.3028200919429458,40927,blue
NGC 1380,outer,0.32250585903724005,0.36187739322582857,0.3421916261315343,38066,blue
NGC 1380,outer,0.36187739322582857,0.4012489274144171,0.38156316032012283,35086,blue
NGC 1380,outer,0.4012489274144171,0.4406204616030056,0.42093469450871135,32740,blue
NGC 1380,outer,0.4406204616030056,0.47999199579159413,0.46030622869729987,30150,blue
NGC 1380,outer,0.47999199579159413,0.5193635299801826,0.4996777628858884,27536,blue
NGC 1380,outer,0.5193635299801826,0.5587350641687712,0.5390492970744769,25551,blue
NGC 1380,outer,0.5587350641687712,0.5981065983573588,0.578420831263065,23354,blue
NGC 1380,outer,0.5981065983573588,0.6374781325459473,0.6177923654516531,21330,blue
NGC 1380,outer,0.6374781325459473,0.6768496667345358,0.6571638996402416,19453,blue
NGC 1380,outer,0.6768496667345358,0.7162212009231244,0.6965354338288301,18102,blue
NGC 1380,outer,0.7162212009231244,0.7555927351117129,0.7359069680174186,16175,blue
NGC 1380,outer,0.7555927351117129,0.7949642693003014,0.7752785022060071,14942,blue
NGC 1380,outer,0.7949642693003014,0.8343358034888899,0.8146500363945957,13456,blue
NGC 1380,outer,0.8343358034888899,0.8737073376774784,0.8540215705831842,12243,blue
NGC 1380,outer,0.8737073376774784,0.913078871866067,0.8933931047717727,11120,blue
NGC 1380,outer,0.913078871866067,0.9524504060546555,0.9327646389603612,9916,blue
NGC 1380,outer,0.9524504060546555,0.991821940243244,0.9721361731489497,9013,blue
NGC 1380,outer,0.991821940243244,1.0311934744318325,1.0115077073375383,8313,blue
NGC 1380,outer,1.0311934744318325,1.070565008620421,1.0508792415261268,7210,blue
NGC 1380,outer,1.070565008620421,1.1099365428090096,1.0902507757147153,6748,blue
NGC 1380,outer,1.1099365428090096,1.1493080769975972,1.1296223099033034,5896,blue
NGC 1380,outer,1.1493080769975972,1.1886796111861857,1.1689938440918914,5467,blue
NGC 1380,outer,1.1886796111861857,1.2280511453747742,1.20836537828048,4843,blue
NGC 1380,outer,1.2280511453747742,1.2674226795633627,1.2477369124690685,4277,blue
NGC 1380,outer,1.2674226795633627,1.3067942137519513,1.287108446657657,3930,blue
NGC 1380,outer,1.3067942137519513,1.3461657479405398,1.3264799808462455,3512,blue
NGC 1380,outer,1.3461657479405398,1.3855372821291283,1.365851515034834,3145,blue
NGC 1380,outer,1.3855372821291283,1.4249088163177168,1.4052230492234226,2801,blue
NGC 1380,outer,1.4249088163177168,1.4642803505063053,1.444594583412011,2495,blue
NGC 1380,outer,1.4642803505063053,1.5036518846948939,1.4839661176005996,2201,blue
NGC 1380,outer,1.5036518846948939,1.5430234188834824,1.5233376517891881,1932,blue
NGC 1380,outer,1.5430234188834824,1.5703538730740547,1.5566886459787685,1200,blue
NGC 1380,outer,1.5703538730740547,1.582394953072071,1.5763744130730628,503,red
NGC 1380,outer,1.582394953072071,1.6217664872606594,1.6020807201663652,1584,red
NGC 1380,outer,1.6217664872606594,1.661138021449248,1.6414522543549537,1413,red
NGC 1380,outer,1.661138021449248,1.7005095556378365,1.6808237885435422,1199,red
NGC 1380,outer,1.7005095556378365,1.739881089826424,1.7201953227321303,1073,red
NGC 1380,outer,1.739881089826424,1.7792526240150126,1.7595668569207183,933,red
NGC 1380,outer,1.7792526240150126,1.8186241582036011,1.7989383911093069,839,red
NGC 1380,outer,1.8186241582036011,1.8579956923921896,1.8383099252978954,710,red
NGC 1380,outer,1.8579956923921896,1.8973672265807782,1.877681459486484,614,red
NGC 1380,outer,1.8973672265807782,1.9367387607693667,1.9170529936750724,612,red
NGC 1380,outer,1.9367387607693667,1.9761102949579552,1.956424527863661,530,red
NGC 1380,outer,1.9761102949579552,1.99579606205225,1.9859531785051026,253,red
NGC 1380,outer,1.99579606205225,2.0154818291465437,2.005638945599397,213,yellow
NGC 1380,outer,2.0154818291465437,2.0548533633351322,2.035167596240838,436,yellow
NGC 1380,outer,2.0548533633351322,2.0942248975237208,2.0745391304294265,364,yellow
NGC 1380,outer,2.0942248975237208,2.1335964317123093,2.113910664618015,356,yellow
NGC 1380,outer,2.1335964317123093,2.172967965900898,2.1532821988066035,286,yellow
NGC 1380,outer,2.172967965900898,2.2123395000894863,2.192653732995192,242,yellow
NGC 1380,outer,2.2123395000894863,2.251711034278075,2.2320252671837806,204,yellow
NGC 1380,outer,2.251711034278075,2.2910825684666625,2.2713968013723687,203,yellow
NGC 1380,outer,2.2910825684666625,2.330454102655251,2.3107683355609567,202,yellow
NGC 1380,outer,2.330454102655251,2.3698256368438395,2.3501398697495453,160,yellow
NGC 1380,outer,2.3698256368438395,2.4053694680333138,2.3875975524385766,120,yellow
NGC 1380,outer,2.4053694680333138,2.409197171032428,2.407283319532871,8,orange
NGC 1380,outer,2.409197171032428,2.4485687052210166,2.4288829381267223,120,orange
NGC 1380,outer,2.4485687052210166,2.487940239409605,2.468254472315311,88,orange
NGC 1380,outer,2.487940239409605,2.5273117735981936,2.5076260065038993,104,orange
NGC 1380,outer,2.5273117735981936,2.566683307786782,2.546997540692488,78,orange
NGC 1380,outer,2.566683307786782,2.6060548419753706,2.5863690748810764,86,orange
NGC 1380,outer,2.6060548419753706,2.645426376163959,2.625740609069665,72,orange
NGC 1380,outer,2.645426376163959,2.6847979103525477,2.6651121432582534,53,orange
NGC 1380,outer,2.6847979103525477,2.724169444541136,2.704483677446842,44,orange
NGC 1380,outer,2.724169444541136,2.7635409787297247,2.7438552116354304,53,orange
NGC 1380,outer,2.7635409787297247,2.8029125129183132,2.783226745824019,42,orange
NGC 1380,outer,2.8029125129183132,2.842284047106901,2.822598280012607,41,orange
NGC 1380,outer,2.842284047106901,2.8816555812954894,2.861969814201195,27,orange
NGC 1380,outer,2.8816555812954894,2.921027115484078,2.9013413483897836,23,orange
NGC 1380,outer,2.921027115484078,2.9603986496726664,2.940712882578372,19,orange
NGC 1380,outer,2.9603986496726664,2.999770183861255,2.9800844167669607,22,orange
NGC 1380,outer,2.999770183861255,3.0391417180498435,3.019455950955549,15,orange
NGC 1380,outer,3.0391417180498435,3.078513252238432,3.0588274851441377,24,orange
NGC 1380,outer,3.078513252238432,3.1178847864270205,3.0981990193327262,11,orange
NGC 1380,outer,3.1178847864270205,3.157256320615609,3.1375705535213148,16,orange
NGC 1380,outer,3.157256320615609,3.1966278548041975,3.1769420877099033,13,orange
NGC 1380,outer,3.1966278548041975,3.235999388992786,3.216313621898492,11,orange
NGC 1380,outer,3.235999388992786,3.2753709231813746,3.2556851560870803,11,orange
NGC 1380,outer,3.2753709231813746,3.314742457369963,3.295056690275669,11,orange
NGC 1380,outer,3.314742457369963,3.3541139915585516,3.3344282244642574,6,orange
NGC 1380,outer,3.3541139915585516,3.3934855257471392,3.3737997586528454,4,orange
NGC 1380,outer,3.3934855257471392,3.4328570599357278,3.4131712928414335,6,orange
NGC 1380,outer,3.4328570599357278,3.472228594124317,3.4525428270300225,44,orange
NGC 4486,inner,-5.77816366404295,-5.715267603099346,-5.746715633571148,121,orange
NGC 4486,inner,-5.715267603099346,-5.652371542155743,-5.683819572627545,19,orange
NGC 4486,inner,-5.652371542155743,-5.589475481212139,-5.620923511683941,23,orange
NGC 4486,inner,-5.589475481212139,-5.526579420268535,-5.558027450740337,24,orange
NGC 4486,inner,-5.526579420268535,-5.463683359324932,-5.495131389796734,30,orange
NGC 4486,inner,-5.463683359324932,-5.400787298381329,-5.43223532885313,43,orange
NGC 4486,inner,-5.400787298381329,-5.337891237437725,-5.3693392679095275,42,orange
NGC 4486,inner,-5.337891237437725,-5.274995176494121,-5.306443206965923,49,orange
NGC 4486,inner,-5.274995176494121,-5.212099115550518,-5.243547146022319,56,orange
NGC 4486,inner,-5.212099115550518,-5.1492030546069145,-5.180651085078717,58,orange
NGC 4486,inner,-5.1492030546069145,-5.086306993663311,-5.117755024135112,75,orange
NGC 4486,inner,-5.086306993663311,-5.023410932719708,-5.05485896319151,88,orange
NGC 4486,inner,-5.023410932719708,-4.960514871776104,-4.991962902247906,87,orange
NGC 4486,inner,-4.960514871776104,-4.8976188108325,-4.9290668413043015,93,orange
NGC 4486,inner,-4.8976188108325,-4.834722749888897,-4.866170780360699,133,orange
NGC 4486,inner,-4.834722749888897,-4.771826688945294,-4.803274719417095,136,orange
NGC 4486,inner,-4.771826688945294,-4.70893062800169,-4.740378658473492,148,orange
NGC 4486,inner,-4.70893062800169,-4.646034567058086,-4.677482597529888,178,orange
NGC 4486,inner,-4.646034567058086,-4.583138506114483,-4.614586536586284,207,orange
NGC 4486,inner,-4.583138506114483,-4.520242445170879,-4.5516904756426815,212,orange
NGC 4486,inner,-4.520242445170879,-4.457346384227276,-4.488794414699077,236,orange
NGC 4486,inner,-4.457346384227276,-4.394450323283673,-4.425898353755475,285,orange
NGC 4486,inner,-4.394450323283673,-4.3315542623400685,-4.363002292811871,317,orange
NGC 4486,inner,-4.3315542623400685,-4.268658201396465,-4.300106231868266,341,orange
NGC 4486,inner,-4.268658201396465,-4.205762140452862,-4.237210170924664,360,orange
NGC 4486,inner,-4.205762140452862,-4.1428660795092584,-4.17431410998106,433,orange
NGC 4486,inner,-4.1428660795092584,-4.079970018565655,-4.111418049037457,459,orange
NGC 4486,inner,-4.079970018565655,-4.048743240535259,-4.064356629550457,241,orange
NGC 4486,inner,-4.048743240535259,-4.017073957622051,-4.032908599078655,280,yellow
NGC 4486,inner,-4.017073957622051,-3.9541778966784475,-3.985625927150249,536,yellow
NGC 4486,inner,-3.9541778966784475,-3.891281835734844,-3.922729866206646,650,yellow
NGC 4486,inner,-3.891281835734844,-3.828385774791241,-3.8598338052630425,741,yellow
NGC 4486,inner,-3.828385774791241,-3.765489713847637,-3.7969377443194388,770,yellow
NGC 4486,inner,-3.765489713847637,-3.7025936529040337,-3.7340416833758354,886,yellow
NGC 4486,inner,-3.7025936529040337,-3.63969759196043,-3.671145622432232,918,yellow
NGC 4486,inner,-3.63969759196043,-3.5768015310168266,-3.6082495614886283,1077,yellow
NGC 4486,inner,-3.5768015310168266,-3.513905470073223,-3.5453535005450245,1184,yellow
NGC 4486,inner,-3.513905470073223,-3.4510094091296195,-3.482457439601421,1201,yellow
NGC 4486,inner,-3.4510094091296195,-3.419561378657818,-3.435285393893719,660,yellow
NGC 4486,inner,-3.419561378657818,-3.388113348186016,-3.403837363421917,671,red
NGC 4486,inner,-3.388113348186016,-3.3252172872424124,-3.3566653177142145,1461,red
NGC 4486,inner,-3.3252172872424124,-3.262321226298809,-3.2937692567706107,1506,red
NGC 4486,inner,-3.262321226298809,-3.1994251653552053,-3.230873195827007,1673,red
NGC 4486,inner,-3.1994251653552053,-3.136529104411602,-3.1679771348834036,1825,red
NGC 4486,inner,-3.136529104411602,-3.0736330434679986,-3.1050810739398003,2032,red
NGC 4486,inner,-3.0736330434679986,-3.010736982524395,-3.042185012996197,2047,red
NGC 4486,inner,-3.010736982524395,-2.9478409215807915,-2.979288952052593,2305,red
NGC 4486,inner,-2.9478409215807915,-2.8849448606371877,-2.9163928911089894,2452,red
NGC 4486,inner,-2.8849448606371877,-2.8220487996935844,-2.853496830165386,2563,red
NGC 4486,inner,-2.8220487996935844,-2.7591527387499806,-2.7906007692217827,2829,red
NGC 4486,inner,-2.7591527387499806,-2.7575865909457207,-2.7583696648478506,57,red
NGC 4486,inner,-2.7575865909457207,-2.6962566778063772,-2.726921634376049,2939,blue
NGC 4486,inner,-2.6962566778063772,-2.633360616862774,-2.6648086473345756,3139,blue
NGC 4486,inner,-2.633360616862774,-2.57046455591917,-2.601912586390972,3207,blue
NGC 4486,inner,-2.57046455591917,-2.5075684949755668,-2.5390165254473684,3446,blue
NGC 4486,inner,-2.5075684949755668,-2.444672434031963,-2.476120464503765,3766,blue
NGC 4486,inner,-2.444672434031963,-2.3817763730883597,-2.4132244035601613,3996,blue
NGC 4486,inner,-2.3817763730883597,-2.3188803121447563,-2.350328342616558,4004,blue
NGC 4486,inner,-2.3188803121447563,-2.2559842512011525,-2.287432281672954,4366,blue
NGC 4486,inner,-2.2559842512011525,-2.193088190257549,-2.224536220729351,4497,blue
NGC 4486,inner,-2.193088190257549,-2.1301921293139454,-2.1616401597857475,4818,blue
NGC 4486,inner,-2.1301921293139454,-2.067296068370342,-2.0987440988421437,4809,blue
NGC 4486,inner,-2.067296068370342,-2.0044000074267387,-2.0358480378985404,5150,blue
NGC 4486,inner,-2.0044000074267387,-1.941503946483135,-1.9729519769549368,5289,blue
NGC 4486,inner,-1.941503946483135,-1.8786078855395316,-1.9100559160113333,5519,blue
NGC 4486,inner,-1.8786078855395316,-1.8157118245959278,-1.8471598550677297,5556,blue
NGC 4486,inner,-1.8157118245959278,-1.7528157636523245,-1.7842637941241262,5853,blue
NGC 4486,inner,-1.7528157636523245,-1.6899197027087212,-1.7213677331805228,5992,blue
NGC 4486,inner,-1.6899197027087212,-1.6270236417651178,-1.6584716722369195,6205,blue
NGC 4486,inner,-1.6270236417651178,-1.5641275808215136,-1.5955756112933157,6399,blue
NGC 4486,inner,-1.5641275808215136,-1.5012315198779103,-1.532679550349712,6609,blue
NGC 4486,inner,-1.5012315198779103,-1.438335458934307,-1.4697834894061086,6746,blue
NGC 4486,inner,-1.438335458934307,-1.3754393979907036,-1.4068874284625053,6844,blue
NGC 4486,inner,-1.3754393979907036,-1.3125433370471002,-1.343991367518902,7038,blue
NGC 4486,inner,-1.3125433370471002,-1.249647276103496,-1.2810953065752981,7176,blue
NGC 4486,inner,-1.249647276103496,-1.1867512151598927,-1.2181992456316943,7261,blue
NGC 4486,inner,-1.1867512151598927,-1.1238551542162893,-1.155303184688091,7463,blue
NGC 4486,inner,-1.1238551542162893,-1.060959093272686,-1.0924071237444877,7590,blue
NGC 4486,inner,-1.060959093272686,-0.9980630323290827,-1.0295110628008843,7969,blue
NGC 4486,inner,-0.9980630323290827,-0.9351669713854784,-0.9666150018572806,8037,blue
NGC 4486,inner,-0.9351669713854784,-0.8722709104418751,-0.9037189409136768,8039,blue
NGC 4486,inner,-0.8722709104418751,-0.8093748494982718,-0.8408228799700734,8276,blue
NGC 4486,inner,-0.8093748494982718,-0.7464787885546684,-0.7779268190264701,8166,blue
NGC 4486,inner,-0.7464787885546684,-0.6835827276110651,-0.7150307580828668,8445,blue
NGC 4486,inner,-0.6835827276110651,-0.6206866666674609,-0.652134697139263,8496,blue
NGC 4486,inner,-0.6206866666674609,-0.5577906057238575,-0.5892386361956592,8748,blue
NGC 4486,inner,-0.5577906057238575,-0.4948945447802542,-0.5263425752520559,8542,blue
NGC 4486,inner,-0.4948945447802542,-0.43199848383665085,-0.4634465143084525,8568,blue
NGC 4486,inner,-0.43199848383665085,-0.3691024228930475,-0.4005504533648492,8769,blue
NGC 4486,inner,-0.3691024228930475,-0.3062063619494433,-0.3376543924212454,8761,blue
NGC 4486,inner,-0.3062063619494433,-0.24331030100583995,-0.2747583314776416,8905,blue
NGC 4486,inner,-0.24331030100583995,-0.1804142400622366,-0.21186227053403828,8913,blue
NGC 4486,inner,-0.1804142400622366,-0.11751817911863327,-0.14896620959043494,8983,blue
NGC 4486,inner,-0.11751817911863327,-0.05462211817502993,-0.0860701486468316,8894,blue
NGC 4486,inner,-0.05462211817502993,0.008273942768574294,-0.02317408770322782,8792,blue
NGC 4486,inner,0.008273942768574294,0.07117000371217763,0.03972197324037596,9036,blue
NGC 4486,inner,0.07117000371217763,0.13406606465578097,0.1026180341839793,8841,blue
NGC 4486,inner,0.13406606465578097,0.1969621255993843,0.16551409512758264,8730,blue
NGC 4486,inner,0.1969621255993843,0.25985818654298853,0.22841015607118642,8794,blue
NGC 4486,inner,0.25985818654298853,0.32275424748659187,0.2913062170147902,8699,blue
NGC 4486,inner,0.32275424748659187,0.3856503084301952,0.35420227795839354,8735,blue
NGC 4486,inner,0.3856503084301952,0.44854636937379855,0.4170983389019969,8670,blue
NGC 4486,inner,0.44854636937379855,0.5114424303174019,0.4799943998456002,8552,blue
NGC 4486,inner,0.5114424303174019,0.5743384912610061,0.542890460789204,8460,blue
NGC 4486,inner,0.5743384912610061,0.6372345522046095,0.6057865217328078,8533,blue
NGC 4486,inner,0.6372345522046095,0.7001306131482128,0.6686825826764111,8287,blue
NGC 4486,inner,0.7001306131482128,0.7630266740918161,0.7315786436200145,8127,blue
NGC 4486,inner,0.7630266740918161,0.8259227350354195,0.7944747045636178,7968,blue
NGC 4486,inner,0.8259227350354195,0.8888187959790237,0.8573707655072216,8055,blue
NGC 4486,inner,0.8888187959790237,0.951714856922627,0.9202668264508254,7693,blue
NGC 4486,inner,0.951714856922627,1.0146109178662304,0.9831628873944287,7543,blue
NGC 4486,inner,1.0146109178662304,1.0775069788098337,1.046058948338032,7453,blue
NGC 4486,inner,1.0775069788098337,1.140403039753437,1.1089550092816354,7382,blue
NGC 4486,inner,1.140403039753437,1.2032991006970413,1.1718510702252392,7142,blue
NGC 4486,inner,1.2032991006970413,1.2661951616406446,1.234747131168843,7101,blue
NGC 4486,inner,1.2661951616406446,1.329091222584248,1.2976431921124463,6947,blue
NGC 4486,inner,1.329091222584248,1.3919872835278513,1.3605392530560496,6760,blue
NGC 4486,inner,1.3919872835278513,1.4548833444714546,1.423435313999653,6471,blue
NGC 4486,inner,1.4548833444714546,1.5177794054150588,1.4863313749432567,6267,blue
NGC 4486,inner,1.5177794054150588,1.5806754663586622,1.5492274358868605,6175,blue
NGC 4486,inner,1.5806754663586622,1.6435715273022655,1.6121234968304639,5845,blue
NGC 4486,inner,1.6435715273022655,1.7064675882458689,1.6750195577740672,5721,blue
NGC 4486,inner,1.7064675882458689,1.7693636491894722,1.7379156187176705,5604,blue
NGC 4486,inner,1.7693636491894722,1.8322597101330764,1.8008116796612743,5192,blue
NGC 4486,inner,1.8322597101330764,1.8951557710766798,1.863707740604878,5004,blue
NGC 4486,inner,1.8951557710766798,1.958051832020283,1.9266038015484814,4952,blue
NGC 4486,inner,1.958051832020283,2.0209478929638864,1.9894998624920848,4776,blue
NGC 4486,inner,2.0209478929638864,2.0838439539074898,2.052395923435688,4455,blue
NGC 4486,inner,2.0838439539074898,2.146740014851094,2.115291984379292,4239,blue
NGC 4486,inner,2.146740014851094,2.2096360757946973,2.1781880453228957,4135,blue
NGC 4486,inner,2.2096360757946973,2.2725321367383007,2.241084106266499,4027,blue
NGC 4486,inner,2.2725321367383007,2.335428197681905,2.303980167210103,3778,blue
NGC 4486,inner,2.335428197681905,2.3983242586255074,2.366876228153706,3539,blue
NGC 4486,inner,2.3983242586255074,2.4612203195691116,2.4297722890973095,3512,blue
NGC 4486,inner,2.4612203195691116,2.518124707043171,2.4896725133061413,2908,blue
NGC 4486,inner,2.518124707043171,2.524116380512714,2.5211205437779425,332,red
NGC 4486,inner,2.524116380512714,2.5870124414563183,2.555564410984516,3116,red
NGC 4486,inner,2.5870124414563183,2.6499085023999225,2.6184604719281204,2969,red
NGC 4486,inner,2.6499085023999225,2.712804563343525,2.6813565328717237,2743,red
NGC 4486,inner,2.712804563343525,2.775700624287129,2.744252593815327,2568,red
NGC 4486,inner,2.775700624287129,2.8385966852307316,2.8071486547589304,2608,red
NGC 4486,inner,2.8385966852307316,2.901492746174336,2.8700447157025337,2314,red
NGC 4486,inner,2.901492746174336,2.96438880711794,2.932940776646138,2154,red
NGC 4486,inner,2.96438880711794,3.0272848680615425,2.9958368375897413,2025,red
NGC 4486,inner,3.0272848680615425,3.0901809290051467,3.0587328985333446,1937,red
NGC 4486,inner,3.0901809290051467,3.153076989948749,3.121628959476948,1849,red
NGC 4486,inner,3.153076989948749,3.1845250204205513,3.1688010051846502,931,red
NGC 4486,inner,3.1845250204205513,3.2159730508923534,3.2002490356564524,877,yellow
NGC 4486,inner,3.2159730508923534,3.2788691118359576,3.2474210813641555,1589,yellow
NGC 4486,inner,3.2788691118359576,3.34176517277956,3.310317142307759,1558,yellow
NGC 4486,inner,3.34176517277956,3.4046612337231643,3.373213203251362,1454,yellow
NGC 4486,inner,3.4046612337231643,3.4675572946667668,3.4361092641949655,1336,yellow
NGC 4486,inner,3.4675572946667668,3.530453355610371,3.499005325138569,1224,yellow
NGC 4486,inner,3.530453355610371,3.593349416553975,3.561901386082173,1203,yellow
NGC 4486,inner,3.593349416553975,3.6562454774975777,3.6247974470257764,1058,yellow
NGC 4486,inner,3.6562454774975777,3.719141538441182,3.68769350796938,1040,yellow
NGC 4486,inner,3.719141538441182,3.7820375993847843,3.750589568912983,958,yellow
NGC 4486,inner,3.7820375993847843,3.816489227116108,3.799263413250446,459,yellow
NGC 4486,inner,3.816489227116108,3.8449336603283886,3.8307114437222483,388,orange
NGC 4486,inner,3.8449336603283886,3.907829721271993,3.8763816908001907,844,orange
NGC 4486,inner,3.907829721271993,3.9707257822155952,3.939277751743794,688,orange
NGC 4486,inner,3.9707257822155952,4.0336218431591995,4.002173812687397,685,orange
NGC 4486,inner,4.0336218431591995,4.096517904102802,4.065069873631001,631,orange
NGC 4486,inner,4.096517904102802,4.159413965046406,4.127965934574604,604,orange
NGC 4486,inner,4.159413965046406,4.22231002599001,4.190861995518208,586,orange
NGC 4486,inner,4.22231002599001,4.285206086933613,4.253758056461812,542,orange
NGC 4486,inner,4.285206086933613,4.348102147877217,4.316654117405415,452,orange
NGC 4486,inner,4.348102147877217,4.4109982088208195,4.379550178349018,411,orange
NGC 4486,inner,4.4109982088208195,4.473894269764424,4.442446239292622,370,orange
NGC 4486,inner,4.473894269764424,4.536790330708028,4.505342300236226,389,orange
NGC 4486,inner,4.536790330708028,4.59968639165163,4.568238361179829,346,orange
NGC 4486,inner,4.59968639165163,4.662582452595235,4.6311344221234325,318,orange
NGC 4486,inner,4.662582452595235,4.725478513538837,4.694030483067036,279,orange
NGC 4486,inner,4.725478513538837,4.788374574482441,4.756926544010639,295,orange
NGC 4486,inner,4.788374574482441,4.8512706354260455,4.819822604954243,269,orange
NGC 4486,inner,4.8512706354260455,4.914166696369648,4.882718665897847,244,orange
NGC 4486,inner,4.914166696369648,4.977062757313252,4.94561472684145,223,orange
NGC 4486,inner,4.977062757313252,5.039958818256855,5.008510787785053,226,orange
NGC 4486,inner,5.039958818256855,5.102854879200459,5.071406848728657,176,orange
NGC 4486,inner,5.102854879200459,5.165750940144063,5.134302909672261,184,orange
NGC 4486,inner,5.165750940144063,5.228647001087666,5.197198970615864,169,orange
NGC 4486,inner,5.228647001087666,5.29154306203127,5.260095031559468,139,orange
NGC 4486,inner,5.29154306203127,5.354439122974872,5.322991092503071,129,orange
NGC 4486,inner,5.354439122974872,5.4173351839184765,5.385887153446674,131,orange
NGC 4486,inner,5.4173351839184765,5.480231244862081,5.448783214390279,120,orange
NGC 4486,inner,5.480231244862081,5.543127305805683,5.511679275333882,120,orange
NGC 4486,outer,-5.77816366404295,-5.715267603099346,-5.746715633571148,0,orange
NGC 4486,outer,-5.715267603099346,-5.652371542155743,-5.683819572627545,0,orange
NGC 4486,outer,-5.652371542155743,-5.589475481212139,-5.620923511683941,0,orange
NGC 4486,outer,-5.589475481212139,-5.526579420268535,-5.558027450740337,0,orange
NGC 4486,outer,-5.526579420268535,-5.463683359324932,-5.495131389796734,0,orange
NGC 4486,outer,-5.463683359324932,-5.400787298381329,-5.43223532885313,0,orange
NGC 4486,outer,-5.400787298381329,-5.337891237437725,-5.3693392679095275,0,orange
NGC 4486,outer,-5.337891237437725,-5.274995176494121,-5.306443206965923,0,orange
NGC 4486,outer,-5.274995176494121,-5.212099115550518,-5.243547146022319,0,orange
NGC 4486,outer,-5.212099115550518,-5.1492030546069145,-5.180651085078717,0,orange
NGC 4486,outer,-5.1492030546069145,-5.086306993663311,-5.117755024135112,0,orange
NGC 4486,outer,-5.086306993663311,-5.023410932719708,-5.05485896319151,0,orange
NGC 4486,outer,-5.023410932719708,-4.960514871776104,-4.991962902247906,0,orange
NGC 4486,outer,-4.960514871776104,-4.8976188108325,-4.9290668413043015,0,orange
NGC 4486,outer,-4.8976188108325,-4.834722749888897,-4.866170780360699,0,orange
NGC 4486,outer,-4.834722749888897,-4.771826688945294,-4.803274719417095,0,orange
NGC 4486,outer,-4.771826688945294,-4.70893062800169,-4.740378658473492,0,orange
NGC 4486,outer,-4.70893062800169,-4.646034567058086,-4.677482597529888,1,orange
NGC 4486,outer,-4.646034567058086,-4.583138506114483,-4.614586536586284,0,orange
NGC 4486,outer,-4.583138506114483,-4.520242445170879,-4.5516904756426815,1,orange
NGC 4486,outer,-4.520242445170879,-4.457346384227276,-4.488794414699077,0,orange
NGC 4486,outer,-4.457346384227276,-4.394450323283673,-4.425898353755475,3,orange
NGC 4486,outer,-4.394450323283673,-4.3315542623400685,-4.363002292811871,5,orange
NGC 4486,outer,-4.3315542623400685,-4.268658201396465,-4.300106231868266,4,orange
NGC 4486,outer,-4.268658201396465,-4.205762140452862,-4.237210170924664,6,orange
NGC 4486,outer,-4.205762140452862,-4.1428660795092584,-4.17431410998106,9,orange
NGC 4486,outer,-4.1428660795092584,-4.079970018565655,-4.111418049037457,9,orange
NGC 4486,outer,-4.079970018565655,-4.048743240535259,-4.064356629550457,3,orange
NGC 4486,outer,-4.048743240535259,-4.017073957622051,-4.032908599078655,12,yellow
NGC 4486,outer,-4.017073957622051,-3.9541778966784475,-3.985625927150249,20,yellow
NGC 4486,outer,-3.9541778966784475,-3.891281835734844,-3.922729866206646,20,yellow
NGC 4486,outer,-3.891281835734844,-3.828385774791241,-3.8598338052630425,38,yellow
NGC 4486,outer,-3.828385774791241,-3.765489713847637,-3.7969377443194388,32,yellow
NGC 4486,outer,-3.765489713847637,-3.7025936529040337,-3.7340416833758354,63,yellow
NGC 4486,outer,-3.7025936529040337,-3.63969759196043,-3.671145622432232,88,yellow
NGC 4486,outer,-3.63969759196043,-3.5768015310168266,-3.6082495614886283,91,yellow
NGC 4486,outer,-3.5768015310168266,-3.513905470073223,-3.5453535005450245,115,yellow
NGC 4486,outer,-3.513905470073223,-3.4510094091296195,-3.482457439601421,164,yellow
NGC 4486,outer,-3.4510094091296195,-3.419561378657818,-3.435285393893719,102,yellow
NGC 4486,outer,-3.419561378657818,-3.388113348186016,-3.403837363421917,122,red
NGC 4486,outer,-3.388113348186016,-3.3252172872424124,-3.3566653177142145,306,red
NGC 4486,outer,-3.3252172872424124,-3.262321226298809,-3.2937692567706107,327,red
NGC 4486,outer,-3.262321226298809,-3.1994251653552053,-3.230873195827007,416,red
NGC 4486,outer,-3.1994251653552053,-3.136529104411602,-3.1679771348834036,483,red
NGC 4486,outer,-3.136529104411602,-3.0736330434679986,-3.1050810739398003,591,red
